Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
STAT2	0.038	-2.727	-1.056	-1.717	-0.012	-0.735	-8.068	0.343	-0.733	-0.041	-0.03	-0.789	-1.395	-1.211	-0.206	-1.288	-1.523	-0.867	0.329	-0.41
AKT1	1.868	2.389	2.331	0.478	1.36	1.769	6.885	-0.997	-1.396	-0.04	1.216	-2.028	0.687	-0.265	0.443	0.764	-0.518	1.462	-0.266	1.1
RARG	-1.321	-2.39	-1.017	-1.661	-2.696	-3.979	-2.522	-1.413	-4.224	-3.534	-3.094	-2.376	-3.532	-4.476	-4.54	-2.949	-2.724	-3.772	-4.347	-4.868
FGF1	-1.698	-2.166	-1.929	-2.331	-2.005	-1.606	-1.471	-1.794	-2.286	-1.55	-1.599	-1.77	-1.139	-1.449	-1.214	-1.952	-1.728	-1.72	-1.826	-1.546
ANGPTL7	1.255	0.388	-0.211	NA	NA	-0.789	NA	0.705	-2.721	-0.052	-0.313	-2.071	0.394	1.186	-0.561	1.897	-1.945	0.371	-3.151	-1
MYO1F	6.932	7.557	7.698	4.956	6.388	4.185	1.924	6.175	7.066	6.343	5.947	6.802	4.799	5.4	5.539	4.407	4.648	5.305	6.09	6.066
B4GALT7	-1.353	-1.795	-0.496	-2.204	-0.816	-1.228	-1.409	0.194	-1.477	-0.073	-2.242	-1.109	-1.062	-0.641	0.055	-0.937	-0.947	-1.071	-1.233	-0.867
ZIC2	4.418	5.159	5.362	3.687	4.489	3.216	-0.075	3.26	4.362	3.682	4.562	4.699	2.723	3.564	3.876	3.354	2.319	3.783	4.606	4.154
CXCL12	-2.168	-2.241	-1.49	-2.16	-0.745	-0.735	-3.187	0.256	-0.456	-0.481	-0.949	-1.032	-0.287	0.032	-0.24	-0.276	-0.193	0.179	-0.927	-0.93
DMP1	-1.529	-0.58	-1.535	-0.623	-0.671	-2.093	-3.824	-1.086	-1.287	-0.881	-1.309	-0.702	-1.355	-1.002	-0.887	-0.599	-1.664	-1.257	-1.521	-1.672
TNF	0.469	-0.318	1.452	-0.206	1.644	0.37	-1.511	0.649	0.283	1.356	0.988	1.266	0.72	0.874	1.958	0.931	-0.799	1.492	1.378	1.257
ASPHD2	0.621	1.19	0.955	0.801	1.385	2.905	NA	1.427	1.799	2.608	2.692	1.681	3.181	3.455	2.873	1.572	1.815	2.047	2.87	2.408
TLK2	0.566	0.14	-0.965	2.197	-1.869	-0.486	-0.08	-0.785	-0.548	-0.178	-0.398	-0.575	-1.479	-0.646	-0.167	-0.054	-0.889	-0.058	-0.196	0.534
POC1B	0.54	-0.806	1.008	2.598	0.836	-0.823	NA	0.503	0.709	0.718	-0.938	2.474	0.61	0.594	0.321	0.637	2.226	0.32	0.805	-0.281
KIRREL3	0.448	0.642	1.927	NA	-0.057	-0.142	NA	0.493	-1.703	-0.676	1.754	2.056	-0.055	-0.266	0.039	-0.819	-1.142	-0.117	-1.769	-0.163
FGF11	-1.549	-0.285	1.768	-1.478	-0.185	-1.922	2.427	-0.978	-1.265	-1.109	-1.227	0.384	-2.296	-0.728	-0.205	0.026	0.282	-0.384	-1.28	-0.509
UBE2J1	2.006	1.339	1.732	-0.807	2.136	4.266	2.721	4.458	1.788	3.545	3.866	1.553	4.604	3.946	4.619	3.102	4.098	3.654	3.694	2.909
XBP1	-3.632	-3.921	-3.857	-4.148	-2.398	1.138	-1.482	0.437	-2.404	-0.056	-1.726	-1.8	1.979	0.763	0.658	0.781	-0.158	-1.466	0.255	-0.946
ZNF776	1.071	0.775	1.969	-0.815	-1.156	1.938	NA	-0.586	0.841	-0.593	-0.19	NA	0.615	-0.148	-0.259	-0.237	0.869	0.243	-0.428	0.425
ODF2	-3.308	-2.311	-2.345	-4.621	-2.687	-3.329	-2.794	-1.397	-2.132	-2.537	-3.209	-2.618	-2.163	-1.846	-2.142	-3.105	-1.629	-2.104	-3.004	-2.537
YTHDC2	0.649	1.086	0.419	1.333	1.244	0.8	-3.147	-0.225	0.431	0.068	0.674	0.747	0.731	-0.122	0.207	0.429	1.164	1.081	0.129	0.054
RGS5	0.382	0.274	0.362	-0.867	-1.098	-1.025	NA	-1.786	0.399	-1.012	-0.026	-0.343	-0.873	-0.473	-0.612	-1.195	-0.977	-0.171	-0.648	0.251
RFX1	3.029	3.735	3.562	3.094	1.224	1.882	NA	2.459	2.045	1.113	2.113	1.747	0.881	0.7	0.751	1.635	0.94	2.333	1.6	2.324
PIAS3	-2.079	-1.932	-3.124	-3.53	-2.951	-2.761	NA	-1.429	-2.042	-2.033	-3.66	-2.371	-2.82	-3.163	-2.184	-3.546	-2.437	-3.262	-2.794	-2.852
GNG11	2.701	0.864	2.474	0.781	-0.288	0.172	0.287	-2.656	0.964	-1.648	-2.431	1.161	-2.257	-1.538	-0.066	-2.125	-2.866	-0.697	-1.748	1.672
GIT1	-2.397	-2.484	-2.062	-2.512	-1.449	-3.712	NA	-1.473	-2.008	-1.809	-2.86	-0.932	-3.394	-2.644	-2.018	-2.464	-3.406	-3.416	-2.882	-2.087
PTCH1	-0.422	3.538	-1.733	-1.819	-2.194	-0.933	NA	-0.534	-1.797	-1.41	-1.004	-1.199	-1.175	-1.211	-1.13	0.087	-1.598	-0.695	-1.22	-0.838
UGT2B4	-1.991	1.03	-0.002	NA	-0.192	-0.569	NA	-1.523	-1.487	-0.388	-1.505	-2.709	-1.871	-0.107	-1.001	1.796	-2.859	-0.311	-3.727	-1.418
NCOR2	-3.559	-3.502	-3.085	-3.243	-3.334	-5.503	-2.687	-3.366	-3.004	-3.23	-5.903	-3.018	-4.911	-4.424	-3.257	-3.023	-3.606	-4.721	-4.106	-4.035
CDC16	-0.832	-0.63	-0.221	-0.756	-1.181	-0.196	-2.564	0.66	-0.221	0.154	-1.28	0.076	0.394	0.713	0.543	-0.112	0.664	-0.629	-0.429	-0.091
THOC1	-0.88	-0.606	-1.525	-1.708	-1.133	-0.491	-6.125	-0.492	-1.168	-0.657	-0.937	-1.142	-0.577	-0.068	0.072	-1.601	0.186	-0.403	0.041	-0.689
UCP2	0.49	0.826	0.631	-0.157	0.087	-1.404	0.194	-1.511	0.331	-0.145	-1.398	0.341	-1.44	-1.092	0.452	-0.326	-1.171	-2.398	-1.08	0.462
SLC27A6	0.601	-1.338	1.698	-4.502	0.273	NA	NA	1.698	NA	-1.361	0.145	-0.78	-2.132	-2.431	-1.406	0.455	-2.118	-0.941	-0.648	-2.59
TRIM33	-1.983	-1.291	-0.766	-2.214	-1.659	-2.461	-3.757	-1.21	-1.615	-1.385	-1.413	-1.252	-0.853	-0.959	-1.182	-1.93	-1.295	-1.62	-1.375	-1.123
TOR1A	-0.247	-1.898	-0.912	-2.745	-0.425	-1.728	-1.92	-0.803	-0.57	-0.656	-1.173	-1.198	-1.561	-1.172	-0.759	-1.115	-1.114	-1.013	-1.195	-1.293
RPL27A	-2.648	-2.407	-3.286	-2.632	-2.091	-3.016	0.634	-2.363	-4.065	-2.827	-2.482	-2.414	-2.91	-2.62	-2.94	-2.475	-2.894	-2.857	-2.777	-2.412
SLC1A5	-2.619	-1.518	-2.659	-2.295	-3.546	-4.022	-0.942	-2.532	-2.192	-2.629	-3.305	-2.731	-3.611	-3.023	-2.158	-3.825	-2.881	-3.348	-2.709	-3.244
SRSF8	2.239	-0.683	-0.414	-0.163	-0.855	-0.642	-0.579	-0.266	-0.654	-1.632	-1.076	-0.649	-0.524	-1.017	-1.261	-0.418	-0.464	-1.608	-0.85	-0.822
ABCG2	-1.667	0.299	0.769	-1.219	-4.747	-2.458	-0.398	-1.322	-0.676	-2.161	-2.696	-1.707	-1.807	-2.937	-2.209	-0.33	-1.916	-2.298	-3.311	-3.354
ITGA6	NA	-0.129	1.592	0.693	0.359	NA	NA	3.059	-1.055	1.917	0.584	-0.631	1.43	0.373	-1.041	10.278	0.565	0.52	NA	0.317
AIMP1	-2.716	-2.915	-2.747	-2.824	-2.848	-0.537	-6.3	-0.359	-2.118	-1.786	-1.368	-2.252	-0.009	-0.229	-0.775	-2.055	0.091	0.187	-0.972	-2.446
PYROXD1	0.595	-0.583	-0.237	0.251	1.236	0.044	2.786	0.336	-1.283	-2.308	1.402	0.375	-1.631	-2.401	-2.668	-2.269	0.039	-2.961	-0.011	-0.874
WTAP	2.52	2.281	2.028	1.324	1.235	0.339	4.621	0.099	-0.65	0.746	0.939	1.515	-0.512	0.025	-0.26	0.159	-0.782	-0.309	0.029	0.137
SLC25A45	-1.616	-1.458	-0.624	-1.106	0.369	-0.769	4.783	-0.875	-1.479	-1.792	0.127	-0.034	-3.097	-0.873	-2.155	-2.118	1.999	-2.711	-0.637	-1.018
FAM111B	1.716	3.358	3.241	1.527	1.826	1.927	0.592	0.08	-1.833	1.001	1.501	1.021	0.888	0.83	0.233	0.894	0.371	0.304	0.074	0.951
TBRG4	-2.029	-2.16	-1.847	-3.078	-1.711	-2.951	-5.58	-1.683	-2.305	-1.117	-2.17	-2.099	-2.236	-1.71	-1.297	-2.172	-2.924	-2.455	-2.499	-2.042
MAP3K8	0.507	2.114	2.907	1.853	1.264	2.854	NA	NA	5.288	0.303	0.172	-1.746	2.605	-0.07	1.395	2.696	-0.874	1.146	5.997	0.177
NCOA1	1.516	1.791	2.386	1.596	1.862	-0.451	-3.688	0.462	1.301	1.235	0.568	1.137	-1.095	-0.851	0.102	0.413	-0.032	-1.805	0.291	-0.29
ATIC	4.009	4.664	3.929	3.697	3.058	1.772	-0.51	1.929	2.638	3.371	0.489	1.182	0.99	0.862	1.963	2.612	0.512	2.834	2.769	1.758
CD99	0.051	0.261	-0.027	-0.425	-0.035	-0.293	-0.68	-0.412	0.143	-0.638	-0.953	0.233	-0.673	0.174	0.533	-0.133	-0.996	-0.6	-0.36	0.339
RAF1	1.593	1.879	2.453	-0.19	0.998	0.652	-1.293	0.609	0.939	0.752	1.177	0.736	0.647	0.72	0.47	-0.131	0.003	0.257	1.437	0.634
USPL1	1.572	1.371	1.381	0.056	1.037	1.788	-2.733	0.269	0.554	0.881	0.586	0.085	1.374	0.938	0.945	0.891	0.456	1.138	1.188	1.165
MAP2K7	-0.049	-0.306	-0.987	-0.281	-1.309	-1.582	-2.166	-0.229	-1.745	-0.932	-1.702	-0.983	-1.129	-1.603	-0.965	-1.615	-1.466	-0.786	-0.937	-0.967
ERBB2	-1.638	-1.425	-2.298	-0.391	-2.046	-1.703	-4.13	-1.801	-1.792	-2.308	-1.949	-1.732	-1.896	-3.074	-3.102	-2.089	-1.758	-2.99	-1.864	-2.425
THRA	-0.552	-0.331	-0.279	-1.244	-1.605	-1.802	-2.082	-1.259	-0.703	-1.483	-0.457	-1.656	-1.777	-1.594	-1.905	-2.472	-1.966	-1.455	-0.966	-1.124
REL	1.869	1.845	4.422	0.736	1.368	0.432	3.59	1.037	2.179	1.662	3.126	1.57	0.631	0.413	1.328	0.795	-0.21	1.957	2.276	3.123
YES1	0.063	-0.358	-0.399	1.438	0.437	-0.973	-3.465	-1.225	-0.261	-2.221	-1.766	-1.307	-1.469	-3.197	-3.5	-1.525	-1.638	-3.219	-2.071	-2.988
INPP5A	3.758	NA	-2.761	1.137	5.908	NA	NA	-1.242	NA	2.101	2.397	NA	1.336	3.563	1.728	NA	4.551	3.894	NA	1.334
CSRP3	2.319	-2.044	2.872	NA	3.15	3.55	NA	NA	NA	2.424	NA	NA	2.405	3.699	1.905	7.229	NA	3.616	NA	0.28
ADAM10	4.092	1.673	NA	2.659	NA	4.052	2.827	-0.645	3.045	3.892	6.278	3.153	3.637	1.358	1.659	6.718	NA	3.094	NA	0.983
GPR89A	2.131	-4.245	4.366	3.167	2.617	NA	NA	NA	NA	1.086	NA	NA	3.502	2.861	2.533	6.644	NA	2.993	NA	0.655
ITGA2	NA	-2.679	1.169	1.023	0.866	NA	NA	0.096	2.206	2.158	NA	NA	0.988	3.588	2.499	NA	NA	2.243	NA	0.113
ETS1	4.596	NA	2.13	0.446	3.881	NA	NA	NA	NA	1.894	NA	NA	0.682	3.997	NA	NA	NA	1.556	NA	-0.034
TFPI	NA	NA	6.009	3.034	NA	3.424	NA	0.538	NA	1.721	NA	NA	1.525	3.806	1.882	7.644	NA	2.445	NA	-0.539
PDXK	1.993	-1.876	NA	NA	NA	NA	NA	1.486	NA	1.604	4.519	NA	1.69	2.023	1.72	8.059	NA	NA	NA	1.048
CS	0.095	-2.558	2.485	0.194	2.441	-0.323	NA	-0.358	-0.297	1.156	0.544	2.94	1.062	0.651	-0.035	5.253	1.672	-0.459	0.487	0.86
MRPS12	-0.897	-0.837	-0.996	-1.697	-0.204	-0.368	-1.311	0.22	-0.506	0.366	-0.594	-0.029	-0.455	0.329	0.689	0.209	-0.1	-0.324	-0.682	-0.112
SKAP1	5.189	5.406	4.962	3.048	3.42	4.053	3.183	4.055	5.6	5.255	4.115	5.416	5.073	5.618	5.194	3.829	4.551	3.903	4.009	5.79
INPP4B	-0.674	-0.763	0.154	0.323	-1.365	-1.351	-5.051	-3.526	-2.259	-1.426	-1.923	-1.038	-2.697	0.252	-1.546	-1.402	-2.189	-1.731	-3.228	-0.692
ABI1	2.503	2.874	2.445	1.137	1.705	2.641	-1.636	0.698	1.81	1.835	2.654	1.599	2.678	2.477	1.898	1.771	1.891	2.813	3.158	2.433
SNTB1	1.849	1.796	1.732	-0.489	2.154	1.035	NA	-1.119	0.594	2.59	1.866	1.449	0.639	0.448	2.043	1.478	-1.048	1.364	3.735	3.481
P2RX4	1.472	0.715	1.379	0.361	2.313	1.395	-0.885	2.059	1.748	2.026	1.882	1.995	1.681	1.815	3.032	1.003	0.911	1.557	2.228	1.925
SRP72	0.688	0.318	0.301	-0.128	0.386	2.264	-0.934	3.045	0.555	1.692	1.583	1.068	2.5	2.295	2.943	1.77	2.41	2.256	2.044	1.875
SRSF7	-1.616	-1.741	-1.995	-2.693	-2.186	-1.308	-0.921	-0.175	-1.92	-1.987	-0.505	-2.284	-0.212	-0.258	-0.773	-1.649	-0.917	-0.168	-1.588	-0.767
MED28	1.742	1.236	2.248	-0.236	0.204	1.467	-1.373	0.628	0.397	1.544	2.28	0.587	1.929	1.288	1.558	0.624	2.058	1.191	1.394	1.519
SH2B2	-1.182	-0.702	-0.693	-2.646	0.044	-0.424	-0.768	0.53	-4.854	0.948	-0.022	-0.897	0.411	0.807	0.934	-3.034	0.165	0.23	-0.11	0.586
KLF12	0.375	-1.498	-0.275	-1.935	-0.225	0.808	4.696	-1.103	-0.333	1.146	1.621	-3.641	0.913	-0.097	0.968	3.332	-0.036	0.247	0.449	0.841
CAPRIN1	2.278	-0.467	0.91	1.86	-0.709	0.923	NA	0.896	0.977	-1.254	1.386	-0.7	1.081	1.068	0.235	2.757	-1.784	-0.018	1.179	0.437
DOK3	2.479	0.755	1.577	1.127	1.537	1.651	0.579	1.707	2.355	1.592	1.04	1.5	3.127	3.355	2.631	1.749	1.198	2.18	1.242	1.257
MFSD1	1.695	1.581	1.326	1.223	0.835	1.41	-3.86	0.947	1.648	0.361	2.247	1.441	1.411	1.435	1.011	0.413	0.847	2.128	2.298	2.052
SPSB1	0.207	-0.791	-1.95	1.242	-1.701	-1.141	NA	1.277	-1.62	-0.824	1.257	-0.878	-2.711	-0.291	-0.682	-1.187	-2.562	-1.673	-1.219	-1.886
ANTXR1	0.461	-2.831	-0.643	-2.671	-2.294	-3.46	9.307	-1.898	-0.662	-3.905	-2.408	-2.736	-3.241	-3.57	-3.156	-2.219	-2.309	-3.356	-1.976	-2.997
UQCR11	1.56	0.041	0.548	-0.089	0.164	0.469	-0.013	0.524	0.052	-0.28	-0.047	-0.479	-0.113	0.576	-0.132	0.439	-0.349	1.339	-0.77	0.708
GNB4	1.731	2.124	-0.355	2.127	-2.144	-2.99	-1.601	-3.086	-1.45	-2.513	-4.376	-0.264	-5.396	-4.94	-4.278	-3.432	-7.141	0.001	-3.703	-2.015
RAB11FIP4	0.765	0.607	1.333	-1.215	0.418	-1.169	NA	-0.741	0.319	-0.481	0.703	-0.311	-1.426	-0.97	-0.62	-0.522	-0.99	-0.575	-0.632	0.556
RUVBL1	-2.896	-1.928	-1.721	-3.585	-2.241	-2.597	-0.729	-0.457	-2.248	-0.943	-1.815	-1.404	-1.635	-0.436	-0.549	-2.207	-1.836	-2.477	-1.146	-1.551
HMGXB4	-1.085	-0.471	-0.848	-1.816	-1.144	-1.397	-1.799	0.277	-0.795	0.246	-0.43	-0.522	-1.305	-0.494	0.031	-1.003	-0.644	-1.522	-0.68	-1.186
AP3M1	-0.568	-0.483	NA	NA	-1.235	-0.822	NA	-0.685	-0.527	-0.53	-0.389	-1.035	0.238	0.216	-0.17	-0.784	-1.216	-0.715	-0.632	0.637
TRIM37	0.791	NA	NA	NA	-3.624	-3.558	NA	-3.595	-3.942	-3.967	-3.363	-5.001	-2.719	-3.305	-3.875	-4.386	NA	-3.631	-3.028	-4.089
AP1G1	-0.303	-0.531	-1.251	-0.582	-0.87	-0.556	-4.563	0.21	0.039	-0.001	-0.046	-0.428	-0.499	-0.405	-0.027	0.001	0.172	-0.536	0.195	-0.264
WNK1	-0.214	-0.475	-0.008	0.723	-0.646	0.402	-2.649	-0.258	1.162	0.53	0.291	0.351	0.842	1.177	1.259	0.502	-0.353	0.332	0.554	1.04
USP7	-0.455	-0.378	0.842	0.489	-1.94	-0.175	NA	-0.537	-0.567	-0.851	-0.162	-0.272	0.27	0.654	0.158	-0.53	-0.18	0.075	-0.573	0.303
DCAF5	-2.572	-3.053	-0.16	0.511	0.686	0.003	2.731	-0.655	0.842	-0.488	-0.402	0.367	0.45	0.643	0.242	0.636	0.329	-0.466	0.321	1.129
GLUD1	-0.882	-3.071	-0.324	-1.08	-1.618	-0.066	6.15	-0.332	-1.711	-0.317	-2.299	-0.688	0.312	0.324	-0.633	-2.002	-0.498	-0.82	-0.895	0.015
SERBP1	-2.62	-1.407	-1.492	-1.667	-0.351	-0.309	-1.961	-0.568	-0.394	-0.232	-0.05	0.153	0.272	0.454	1.048	-1.096	-0.347	-1.342	0.416	0.1
EGLN3	-2.675	-5.787	-3.719	5.215	-1.872	NA	NA	-2.714	-4.845	-3.13	-6.03	-2.866	-5.191	-4.334	-3.396	-3.505	-4.07	-3.919	-5.246	-3.818
KCNMA1	-1.077	-2.725	-4.946	-8.8	-2.003	-2.699	-1.773	-3.626	-5.359	-2.11	-3.912	-1.594	-3.543	-2.814	-2.472	-3.73	-3.579	-2.285	-2.575	-2.532
RBM6	-1.676	-2.363	0.634	1.596	-1.006	0.973	5.556	-0.763	-0.96	-0.913	0.91	-0.482	-1.76	-0.339	-0.862	0.596	NA	-0.333	0.279	-0.819
BCL11A	-0.108	0.148	1.475	0.292	0.203	2.398	NA	-0.549	-2.431	1.349	2.037	0.629	0.945	0.934	0.17	3.689	0.569	0.204	1.103	0.597
RAB4A	-2.155	-1.448	1.483	-3.824	-0.471	-4.191	3.663	-0.098	-0.372	0.074	-1.177	-0.101	-0.601	0.348	-0.31	0.556	-2.532	0.266	-0.227	-0.412
BRCC3	-0.724	-1.128	-1.649	-1.552	-1.505	0.031	NA	-0.525	-0.512	-1.194	1.185	-0.86	-0.455	-0.169	0.001	-0.531	-0.407	-0.813	-0.726	0.275
HDAC9	2.251	-1.577	2.947	0.026	0.335	2.122	NA	0.781	NA	-1.271	4.238	2.401	NA	1.615	-0.13	NA	NA	0.311	NA	0.503
ERP44	1.07	-4.485	-0.724	-0.708	0.093	0.498	NA	-0.705	-0.195	0.531	NA	1.284	0.378	2.444	0.18	NA	-2.874	0.96	1.437	0.855
CTNNA2	NA	1.341	3.413	-0.373	2.877	NA	NA	0.26	-2.887	-0.015	0.254	2.696	1.034	2.394	-0.552	3.385	NA	0.645	-1.03	0.501
DLX4	0.48	-1.744	NA	NA	0.142	NA	3.878	0.224	-0.241	-0.664	-1.63	0.267	-1.204	-0.691	-0.651	-0.038	NA	-1.558	-3.124	-2.497
BPGM	3.13	0.48	1.839	2.745	2.591	-3.545	NA	-0.541	-1.36	2.577	1.385	NA	1.546	2.075	1.52	2.673	2.995	3.089	NA	2.608
CDC37	-2.422	0.039	-0.733	-3.698	-1.01	-2.92	-1.369	-1.322	-3.816	-1.615	0.087	-1.41	-1.82	-0.571	-0.264	-3.283	0.314	-1.065	-1.766	-1.938
CSTF3	0.538	0.252	-2.025	0.112	0.738	3.181	NA	0.732	NA	1.076	0.237	3.301	2.505	1.89	1.69	1.597	0.697	1.03	2.396	1.267
NKTR	0.669	0.62	0.81	2.477	2.014	2.754	NA	-2.744	-0.601	1.317	2.319	2.404	1.148	1.563	0.786	3.519	NA	1.638	1.537	2.018
IGF2	-1.571	-2.017	-3.507	-0.093	0.396	-1.142	NA	-1.118	-1.801	-1.685	-2.464	-1.8	-1.823	-2.419	-2.829	-1.165	-0.903	-2.856	-1.891	-2.846
MCL1	-0.853	0.141	-0.15	-3.875	-1.779	-1.325	-1.052	-0.694	-1.172	-0.837	0.647	-1.801	-0.366	0.183	-0.588	-1.806	-1.617	-1.237	-0.08	-0.527
NAB1	-0.538	-4.249	-0.699	-0.051	0.319	-0.56	8.006	0.718	-3.755	-1.644	1.472	-0.518	0.328	0.825	-0.747	-0.467	-2.286	0.729	-1.687	-1.016
TK2	0.054	0.314	2.211	-0.165	0.801	0.066	2.59	-0.826	0.053	0.967	0.335	0.722	0.635	0.716	1.359	0.726	-0.18	-0.097	0.281	0.557
NCOR2	-4.008	-3.929	-3.666	-4.165	-4.059	-5.024	-2.635	-3.106	-3.109	-3.952	-5.68	-3.34	-5.21	-4.2	-4.02	-4.192	-4.477	-4.934	-4.484	-4.3
SLN	-2.183	-1.334	-2.206	0.185	-0.533	-1.845	-3.491	-2.531	-1.994	-1.347	-1.569	-1.372	-2.174	-2.777	-2.144	-0.777	-1.669	-2.449	-1.495	-3.272
PRAME	-5.15	-5.768	-5.253	-7.418	-5.819	-6.581	-2.065	-4.969	-6.296	-6.574	-7.332	-6.11	-6.503	-7.326	-7.286	-5.828	-5.648	-6.079	-5.972	-7.47
ZNF764	0.646	0.797	1.218	-3.282	1.236	-0.761	8.558	-1.074	0.549	0.355	-1.623	2.159	-0.004	0.179	0.645	3.771	0.548	1.194	2.246	-0.045
TMPRSS2	0.871	0.321	1.138	-0.937	1.729	1.594	7.603	-0.615	-0.921	-1.257	1.081	NA	-0.338	-0.764	-0.538	2.155	-0.671	0.067	-1.492	-0.423
IGF2R	0.971	0.491	0.404	2.3	2.598	1.144	4.132	0.628	0.515	2.128	1.728	1.203	1.276	1.496	1.419	2.883	0.987	2.162	2.464	0.439
OSBPL9	-0.419	0.166	-0.231	-1.361	-0.284	-2.283	4.361	-0.811	0.604	-0.093	-2.842	-1.175	0.455	-0.127	-0.01	1.032	0.689	-0.553	-0.344	-0.713
RBM6	-1.971	-2.977	-1.661	-0.712	-0.655	-1.647	NA	1.527	-0.342	-0.602	-0.895	-0.656	-1.251	-1.261	-1.803	-1.845	-0.636	-1.33	-0.669	-0.674
HCFC2	-1.092	-0.322	-0.61	0.467	-0.31	0.219	NA	0.405	-2.18	0.77	0.1	-0.293	1.695	0.878	1.281	3.501	-0.053	1.761	-0.847	1.513
MFNG	1.758	-1.667	0.465	0.213	0.757	0.701	NA	0.286	-1.228	-0.251	1.82	1.174	-0.568	0.016	0.937	0.048	-1.602	-0.515	0.172	1.196
RNASE6	5.224	5.149	5.553	4.519	4.919	6.352	2.763	5.546	6.818	5.81	5.732	6.373	5.857	5.231	5.453	5.94	5.868	6.452	5.096	5.579
BAMBI	-1.803	-2.499	-0.594	-1.68	-1.273	0.619	NA	-0.114	-1.547	-0.018	-0.592	1.812	-0.427	-0.371	-0.378	1.262	-1.205	-0.554	NA	-0.56
EP300	-2.003	-1.893	0.046	-3.397	-0.171	-2.031	-0.436	-0.681	-1.124	-0.62	-2.097	-0.333	-1.343	-1.588	-0.885	-1.327	-1.462	-1.067	-1.397	-0.505
ORC1	-0.817	-2.156	-3.581	-1.994	-1.367	-2.042	-0.643	-1.061	-3.843	-1.856	-2.074	-2	-1.719	-1.397	-1.064	-1.749	-1.969	-2.361	-2.526	-2.3
MFAP5	-1.446	0.309	2.027	1.53	2.219	2.462	8.184	-0.235	-2.088	0.877	2.333	-3.767	-0.918	NA	-1.993	NA	-0.515	0.848	1.527	-0.238
MFNG	4.514	4.553	4.55	2.504	3.513	3.198	-0.575	3.082	4.458	4.383	3.16	4.271	3.917	4.062	4.364	3.536	2.606	3.14	3.381	4.74
SLC33A1	-2.61	NA	-6.086	0.893	-0.697	0.032	7.997	-2.263	-0.871	-0.803	-0.115	0.356	0.767	-0.83	-0.658	4.343	-1.045	-0.366	-0.581	-0.913
CYSLTR1	2.093	3.027	1.942	0.48	2.195	3.511	NA	0.835	2.855	2.513	3.364	1.962	3.593	2.463	2.105	4.158	-2.488	4.228	2.79	3.769
SMAD7	NA	NA	-1.973	2.149	NA	NA	10.644	-1.909	0.907	0.507	NA	-0.358	0.884	-1.169	1.123	1.464	1.328	-0.576	NA	0.534
IL21R	NA	-0.717	0.089	-5.464	3.634	1.394	9.598	0.354	-0.559	-3.328	NA	0.631	1.476	-0.226	1.731	7.966	6.349	0.462	3.787	0.225
PTPRB	-1.028	-2.851	-1.143	0.237	0.57	0.617	8.828	1.193	-0.914	0.788	-0.045	0.177	0.668	-0.988	-0.627	1.708	-0.638	-0.027	0.368	-0.975
SLC38A3	NA	-2.633	-0.836	0.038	3.005	2.857	8.146	0.196	-0.129	0.34	0.559	2.667	-0.615	-0.414	0.763	3.834	NA	1.179	0.169	-1.668
HIC1	-2.955	-3.152	-3.517	-5.393	-2.348	-3.414	-5.093	-2.649	-3.46	-3.489	-5.171	-3.624	-4.704	-4.245	-3.391	-2.817	-5.19	-3.305	-4.64	-4.726
CD86	1.243	1.825	1.279	2.907	3.083	4.486	NA	2.41	2.675	4.521	2.787	3.66	4.853	4.562	4.018	3.993	2.9	6.016	4.997	4.384
SEMA6C	-0.7	-1.047	NA	0.65	1.917	0.763	4.468	-0.175	0.523	-0.195	-4.608	1.474	-0.582	0.044	0.383	1.681	NA	-0.255	0.231	-1.573
NDUFA2	1.69	1.439	2.071	1.177	2.732	3.437	0.196	4.589	2.14	3.293	2.858	2.904	3.485	3.707	3.49	3.369	3.249	4.034	2.997	3.188
CCDC18	0.787	-0.398	0.346	1.978	2.428	2.648	1.547	1.302	1.942	1.065	1.498	1.915	1.31	1.679	0.993	1.696	2.423	1.929	1.239	0.416
MLH1	-1.572	-1.356	-1.387	-1.277	-1.397	-0.209	-4.085	1.441	-0.512	0.063	-0.497	-0.696	0.531	0.876	0.76	-0.31	0.287	0.38	-0.018	-0.204
RAC1	-0.753	-0.704	-0.544	-1.22	-0.825	-2.218	-2.075	-1.673	-1.022	-1.113	-0.824	-0.533	-1.281	-1.726	-0.932	-1.897	-1.763	-1.29	-0.864	-0.355
PLXNB1	1.28	1.179	1.025	2.506	1.262	1.411	NA	0.41	1.911	1.091	0.642	2.303	1.124	0.855	0.102	1.141	0.361	1.594	0.893	1.024
ITGA3	-3.377	-4.37	-3.896	-1.428	-2.371	-2.514	-8.56	-3.177	-2.64	-3.564	-3.864	-3.138	-3.949	-4.684	-4.327	-2.19	-3.19	-4.448	-3.523	-5.179
KLHDC10	0.786	0.982	0.636	2.181	-0.03	1.428	NA	1.153	0.834	0.284	3.199	1.383	0.231	0.308	-0.392	1.863	0.196	0.65	0.741	0.473
PPP2R5B	1.471	1.53	0.42	0.402	0.63	0.187	-2.286	-0.036	1.682	0.637	-0.62	0.383	-0.313	-0.634	0.158	0.049	-0.443	-0.407	0.11	-0.063
