Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
MAD2L1	-1.98175	-0.232	-0.239	0.678	-0.62675	-0.5425	-1.57225	2.3005	-0.86125	0.52375	-0.213	0.44225	-1.397	0.1845	-1.154	2.441	2.423	-1.149	-1.1655	1.54175	0.68575	-1.148	-2.29625	1.7235	-0.325	2.911	-0.82925	-0.98375	0.91025	-1.284	0.14325	0.1555	-1.3855
MAD2L1BP	-0.579	-1.491	-0.026	-0.046	-0.926	0.822	-1.311	0.452	-0.401	-0.088	0.615	-0.005	-0.853	-0.116	-1.182	0.077	0.137	-0.752	0.178	-0.08	-0.069	-1.065	-0.654	0.287	-0.578	-0.098	-1.171	-1.587	0.4	-0.092	-0.221	0.515	-0.378
MAD2L2	-2.332	-2.501	-0.745	-2.095	-1.345	1.009	-0.867	-1.852	-1.671	-1.857	-2.186	-2.245	-1.75	-2.371	-2.023	-2.244	-2.03	-1.756	-2.307	-1.59	-2.365	-2.013	-2.165	-2.819	-3.124	-2.749	-2.135	-1.312	-2.531	-2.697	-1.862	-2.883	-2.445
MADCAM1	-2.11266666666667	-2.19233333333333	-2.03633333333333	-3.58666666666667	-1.212	-0.615333333333333	-0.318333333333333	-2.184	-1.85733333333333	-2.89766666666667	-2.01133333333333	-3.424	-1.75566666666667	-2.72433333333333	-2.40066666666667	-3.17766666666667	-3.49966666666667	-2.62966666666667	-2.972	-3.32133333333333	-2.49033333333333	-3.519	-2.219	-2.12333333333333	-3.63633333333333	-3.47033333333333	-3.42733333333333	-1.28	-2.72866666666667	-2.017	-2.55766666666667	-2.74466666666667	-2.37266666666667
MADD	-0.946	-1.4195	-0.671	-0.9885	-0.943	-3.9665	-0.505	-0.6725	-0.1905	-0.078	-0.7535	-0.881	-0.322	-0.644	0.5955	-0.9625	-1.009	-0.331	-0.72	-0.0835	-1.0065	0.664	0.8315	-1.069	-0.5885	-1.939	-0.026	0.4775	-1.1995	-0.464	-0.3515	-0.9795	-0.5715
MAF	0.108666666666667	-1.70733333333333	-0.6005	-0.763333333333333	-0.146833333333333	0.161	-0.786333333333333	-0.356666666666667	-1.54083333333333	-1.18133333333333	-0.595666666666667	-0.448	-1.05316666666667	-0.271666666666667	-1.093	-0.501	-0.99	0.0725	-0.867	-1.14716666666667	-0.682166666666667	-1.45833333333333	-0.702	0.785666666666667	0.237833333333333	-0.4065	-0.443833333333333	-0.1285	0.225833333333333	-0.876166666666667	-0.187833333333333	-0.0258333333333333	-0.3555
MAF1	-0.739	-1.641	-1.326	-1.868	-1.12	-5.165	1.1	-1.573	-0.439	-0.378	-0.141	-1.544	-0.189	-0.481	-0.49	-1.665	-1.105	-0.868	0.232	-1.14	-1.723	-0.591	0.47	-2.219	-1.531	-1.999	-0.879	0.123	-1.166	-0.165	-0.943	-1.614	-0.175
MAFB	-0.743	-1.485	-0.358	-0.333	3.895	3.516	-2.091	-0.188	-0.567	-0.382	0.529	-0.807	-0.905	-1.291	-0.448	-1.338	-0.49	-0.801	-0.02	-0.424	-0.782	-0.162	-0.579	-0.701	-1.609	0.222	-1.174	-0.601	0.665	-0.705	0.106	-0.538	-1.256
MAFF	-1.075	0.561	0.055	-1.214	0.35	-0.959	0.632	-1.634	0.271	-1.749	-1.009	-1.947	-1.901	-1.103	-0.149	-1.399	-2.822	-0.815	-0.218	-2.892	-1.843	-0.765	-1.689	-1.075	-1.147	-2.143	-0.585	-0.045	-1.785	-0.628	-1.254	-1.987	-0.952
MAFG	-2.0955	-2.67175	-1.24625	-2.58175	-1.791	0.2755	-2.583	-1.55925	-2.8445	-1.9435	-1.722	-1.16	-2.97	-1.826	-2.603	-2.25425	-1.97175	-2.537	-2.493	-1.49975	-0.81325	-1.37675	-1.64925	-2.67175	-2.72375	-1.85225	-2.74575	-1.16725	-1.657	-1.65675	-1.79225	-2.7505	-1.66775
MAFK	-0.1445	-0.1695	-0.24225	-0.42325	-0.3605	0.59825	0.185	-0.496	0.16225	0.09125	-0.11175	-0.4345	-0.5065	-0.51725	-0.0625	-0.766	-0.79225	-0.10225	-0.39925	-0.4205	-0.14075	-0.0315000000000001	-0.427	-0.5105	-0.40775	-0.88425	-0.15125	-0.292	-0.47	-0.28875	-0.5095	-0.37175	-0.32775
MAG	1.3555	1.9715	0.684	1.344	1.3475	3.25	0.831	0.1335	1.2395	1.3345	1.5185	1.074	1.625	0.923	1.1605	0.4195	0.5895	1.855	1.469	0.9125	0.906	1.1375	1.739	0.697	0.7235	0.5375	1.3865	1.135	0.67	-0.3805	0.4055	0.758	1.1025
MAGEA10	2.043	1.677	2.126	0.535	1.2	0.787	0.756	1.564	1.483	0.872	2.329	0.851	2.085	1.276	0.647	1.265	0.826	1.994	0.908	1.215	2.194	0.819	1.992	2.349	1.212	1.702	1.388	1.529	1.403	2.12	1.411	1.119	1.577
MAGEA11	-6.814	0.232	0.409	-0.526	-2.241	NA	-0.657	0.084	0.371	-1.255	-1.307	-0.876	-0.254	-0.345	-1.242	-0.602	-1.199	0.892	-0.643	-1.809	0.31	-0.539	0.336	-0.513	-0.524	-1.534	-1.464	0.008	-2.249	-0.839	-0.952	-0.841	-0.982
MAGEA2	-2.851	-0.716	-3.03	-2.247	-1.487	-8.828	-3.258	-2.073	-0.553	-3.864	NA	-3.863	-0.925	-2.99	-4.401	-2.98	-5.146	-3.471	-3.307	-4.834	-3.484	-2.701	-5.144	-5.535	-2.947	-4.558	-2.532	-2.578	-2.86	NA	-4.935	-2.089	-2.469
MAGEA4	-3.685	-4.613	-4.911	-2.643	-2.083	0.317	0.249	-1.767	-2.614	-3.423	-1.377	-3.47	-4.238	-2.343	-2.432	-2.738	-4.497	-2.008	-1.394	-5.314	-4.653	-2.269	-2.827	-2.674	-2.172	-3.449	-2.607	-0.711	-5.671	-1.938	-1.458	-2.551	-2.391
MAGEA6	-0.73	-1.229	0.69	-6.461	-1	-0.493	-2.852	-2.349	0.123	-0.542	0.482	1.87	-2.444	-3.76	-0.367	-2.613	-3.053	NA	-0.53	-3.133	-2.876	1.831	-2.439	-0.628	-4.354	-2.394	-2.078	-0.182	-1.225	-2.854	-1.785	-3.159	-2.069
MAGEA8	-0.214	-1.518	-0.337	-3.685	-0.352	-0.226	-1.437	-1.364	-2.127	-2.668	-2.763	-2.272	-2.325	-2.389	-1.483	-2.177	-3.524	-2.11	-2.09	-3.283	-1.99	-1.36	-2.185	-2.457	-2.67	-3.17	-1.567	-1.703	-3.245	-1.783	-1.995	-1.934	-1.827
MAGEA9B	-1.416	-0.572	-0.957	-0.009	-0.899	0.106	0.624	-0.656	NA	-1.798	-0.974	-1.5	0.473	-1.444	-1.043	-2.334	-1.597	-0.749	-0.928	-2.113	-0.982	-1.974	-1.868	-1.757	-0.638	-1.526	-1.46	-1.625	-0.89	-1.098	-1.281	-0.341	-2.75
MAGEB2	-1.09	-0.6295	-0.3885	-1.0365	-0.3945	1.273	-0.0695	-1.2405	-2.4655	-3.0435	-2.446	-1.344	-0.357	1.549	-2.814	-3.1255	-1.9225	-0.7085	-1.2275	-2.625	-2.0215	NA	-2.0415	-1.371	-0.536	-2.587	-3.077	-1.7795	-1.664	-1.827	-1.9055	-2.006	-1.5005
MAGEB3	3.936	NA	NA	5.36	1.377	NA	2.551	1.602	NA	3.909	NA	NA	NA	NA	4.383	NA	3.022	5.539	NA	2.123	7.966	NA	NA	0.533	5.292	1.526	3.527	0.055	NA	2.518	1.289	0.605	1.741
MAGEC1	0.434	0.019	0.482	0.11	NA	NA	0.163	-1.579	-0.858	-0.519	-1.357	-2.258	-1.447	-1.633	0.052	-1.751	-1.783	NA	-0.746	-1.747	1.214	0.369	-0.519	-0.168	-1.186	-0.757	-0.86	-0.937	-0.344	-0.143	-2.44	-0.266	-2.673
MAGED2	-0.9555	-1.779	-0.4355	-0.813	-2.5305	1.445	-0.3965	0.259	-0.9765	0.5305	-0.7415	-0.5305	-1.2205	-1.2435	-0.2005	-0.5085	-0.2515	-2.0375	-1.1015	0.7635	-0.2425	-0.392	-0.592	-0.207	-0.8395	-1.0225	-0.6135	-1.424	-0.00949999999999999	-0.9595	-0.555	-1.115	-0.38
MAGED4B	-1.715	-1.879	-1.959	-1.632	-1.08	0.046	-0.949	-1.137	-2.007	-2.044	-1.6	-2.009	-1.456	-1.438	-2.155	-1.665	-1.617	-1.928	-1.418	-1.795	-2.378	-2.352	-1.869	-1.205	-1.359	-0.759	-1.849	-1.786	-1.99	-2.128	-1.824	-1.94	-1.495
MAGEF1	-3.231	-2.607	-3.497	-2.009	-1.342	10.399	-1.409	-2.823	-2.868	-2.923	-2.894	-3.148	-0.976	-2.331	-2.983	-2.662	-2.695	-3.069	-2.671	-3.15	-3.55	-3.552	-3.211	-2.797	-1.883	-3.582	0.913	-3.094	-2.844	-4.105	-3.293	-2.434	-3.056
MAGI1	-1.591	-2.34966666666667	0.227	-0.117333333333333	-2.18133333333333	3.693	-0.085	0.00933333333333334	0.468	-1.02833333333333	-2.364	-0.191666666666667	0.793	0.105666666666667	0.0873333333333333	-1.62	-1.40433333333333	0.0463333333333334	-1.102	-2.008	-1.238	-1.161	-0.767	-1.563	-0.583333333333333	-1.80266666666667	-1.498	-0.527666666666667	-0.596	-1.47866666666667	-0.735	-1.06666666666667	-0.565666666666667
MAGI2	-0.361	0.444	-0.053	1.4835	-0.716	2.6055	-0.335	-0.00700000000000001	NA	-0.43	-1.211	0.1675	-1.142	-0.223	-1.346	-0.962	-0.437	-1.694	-0.0205	-1.124	0.0945	-1.736	-0.3735	-0.526	-3.3755	-0.541	-1.9655	-0.365	0.079	-0.3655	-0.8955	-0.1345	-0.4555
MAGOH	-1.395	-2.258	-0.59	1.054	-2.865	0.891	-2.469	-0.296	-1.265	-0.28	-3.361	-1.47	-1.419	-0.094	-2.55	0.765	0.761	-1.449	-1.892	0.908	0.334	-0.939	-1.776	0.619	0.209	1.358	-0.579	-0.991	0.166	-0.064	-0.11	-0.336	-1.182
MAGT1	0.265	-0.226	-0.468	1.095	0.41	-0.698	-0.881	0.966	-0.711	0.275	0.065	-0.478	-0.434	-0.036	-0.435	1.63	0.87	-0.714	0.171	0.712	0.705	-0.513	-0.457	1.39	0.574	1.27	0.004	-1.34	0.183	0.194	0.759	-0.006	-0.183
MAK	-0.536	0.689	0.127	-2.792	-0.09	-2.234	-0.76	0.061	NA	-1.069	-0.717	-1.454	-1.114	-0.94	-0.528	-1.038	0.144	NA	1.994	0.097	2.362	-0.189	-0.599	0.946	2.947	0.731	-1.318	0.126	-1.492	1.957	0.128	0.258	0.042
MAL	-0.5865	-3.254	-3.6	-2.7405	-1.933	-1.42	-0.838	-3.719	-2.743	-2.8265	-1.693	-2.449	-1.843	-1.6535	-1.6405	-4.4025	-3.2125	-1.4975	-1.6265	-3.162	-4.018	-1.5325	-0.304	-3.741	-1.2995	-3.8295	-1.3825	-1.197	-4.3735	-1.483	-1.9215	-2.3935	-1.2565
MAL2	-3.765	-3.294	-4.272	-3.534	-1.689	0.012	-1.679	-4.04	-2.894	-4.961	-3.18	-4.257	-3.84	-3.683	-4.458	-5.472	-4.854	-3.519	-2.478	-5.125	-4.999	-4.725	-4.369	-4.629	-4.724	-4.683	-4.739	-4.329	-4.779	-3.532	-4.715	-4.352	-3.119
MALL	-1.02766666666667	0.654	-0.607	-1.07033333333333	-1.37166666666667	0.3	0.144	-1.274	-0.655	-1.45433333333333	-1.21233333333333	-1.423	-0.624666666666667	-1.691	-0.632333333333333	-1.45766666666667	-1.62066666666667	-0.581	-0.758333333333333	-1.416	-1.05633333333333	-0.739333333333333	-0.498666666666667	-1.64333333333333	-1.64766666666667	-1.31833333333333	-0.841666666666667	-0.660666666666667	-1.693	-1.39366666666667	-1.28133333333333	-0.796333333333333	-1.04033333333333
MALT1	-0.207	0.09725	-0.5535	0.681333333333333	-0.90475	1.366	0.474	0.39525	-0.6735	0.086	-0.43075	-0.30625	0.03075	0.276	0.3295	0.997	1.10875	0.16	-0.05775	0.349	0.313	-0.11575	-0.20575	0.80125	1.092	0.88425	0.1595	-0.5415	-0.05475	0.07525	0.22525	0.943	0.186
MAML1	-0.3205	-1.028	-0.13	-0.8415	0.9955	-1.6655	0.095	-0.2905	-0.5995	-0.4685	0.3345	0.116	-0.4755	0.274	-0.3585	-0.422	-0.4295	0.004	0.14	-0.6495	-0.9325	-0.6665	5e-04	-0.6705	0.843	-0.551	-0.25	0.405	0.1555	0.2065	0.1695	0.0855	-0.1145
MAML3	0.552333333333333	0.178333333333333	-0.164	-0.215666666666667	-1.60333333333333	0.179	0.733333333333333	-0.738666666666667	-0.104	-0.507666666666667	-0.681666666666667	-0.598666666666667	0.254333333333333	-1.05166666666667	0.512333333333333	-0.733666666666667	-0.872666666666667	-0.518666666666667	-0.687	-0.551333333333333	-0.459	-0.204666666666667	0.254333333333333	-0.305333333333333	-1.88833333333333	-1.02566666666667	-0.311333333333333	0.318333333333333	-0.339	-0.0466666666666667	-0.235	-0.716333333333333	-0.839666666666667
MAMLD1	-0.34	-2.334	-1.309	-1.883	1.016	2.73	0.66	0.119	-0.585	-2.433	-1.689	-0.695	-1.991	-2.118	-1.968	-2.846	-2.779	-1.491	-1.683	-2.726	-1.428	-2.027	-2.436	-1.987	-2.107	-2.41	-2.661	-1.936	-1.537	-1.09	-3.355	-1.647	-2.387
MAN1A1	-1.092	-0.543	-0.633	2.184	-1.049	0.02	-0.806	0.821	0.663	0.593	-0.635	-0.071	-0.708	-0.423	-0.503	1.902	0.929	-1.449	-0.335	1.629	1.487	-0.626	-1.714	1.807	-1.853	0.287	-1.841	-1.517	1.243	-0.092	-0.301	-0.89	-1.55
MAN1A2	0.6776	1.951	1.3046	2.1318	0.327	1.83633333333333	-0.1518	2.357	1.5044	1.9758	0.8648	1.6602	-0.2262	1.2032	1.9482	1.8574	1.5822	1.2948	0.5156	2.1898	1.6576	1.5656	0.9672	3.0964	1.718	2.087	0.8404	1.0054	2.1722	0.86	1.7766	0.8896	0.3906
MAN1B1	-1.071	-1.855	-1.565	-1.234	-1.21	-0.286	-0.008	-1.502	-1.614	-0.937	-1.438	-1.647	-1.146	-1.683	-1.403	-2.4	-2.026	-1.766	-0.982	-1.045	-1.186	-1.498	-0.239	-2.098	-1.229	-2.105	-0.844	-0.88	-1.953	-1.243	-1.02	-1.706	-0.98
MAN1C1	0.021	-0.798333333333333	-0.765	-0.706333333333333	-0.045	0.443333333333333	0.034	0.318666666666667	-0.816666666666667	-1.005	0.0696666666666666	-0.316	-0.713666666666667	-0.618	-0.263333333333333	-1.386	-1.03433333333333	-0.646333333333333	-1.81433333333333	-1.36533333333333	-0.586	-0.694333333333333	-0.292666666666667	-0.978	0.157	-1.20533333333333	-0.686	-0.479	-0.880333333333333	-0.125333333333333	-0.883333333333333	-0.477333333333333	-0.393333333333333
MAN2A1	0.2	-0.65575	-0.48575	0.66625	0.72225	-1.84375	-0.55525	1.397	0.3205	0.52025	-0.125	-0.14275	0.34025	0.4455	0.34125	0.8815	0.0275	-0.03175	0.65325	0.7495	1.033	0.4	0.694	0.943	-0.07275	-0.46	0.764	0.44275	-0.1035	1.13625	0.65325	0.3985	0.318
MAN2A2	-0.529666666666667	-0.936333333333333	0.276	-1.244	-0.129666666666667	-0.253	0.324	-0.337	0.766	-0.465	-0.164333333333333	0.951	0.0656666666666667	-0.410666666666667	-1.68233333333333	-1.172	-0.835333333333333	0.0886666666666667	0.017	-1.123	-1.05733333333333	-1.255	0.245	-1.95866666666667	-0.564	0.279333333333333	-0.641333333333333	0.880333333333333	1.59533333333333	0.273666666666667	0.298666666666667	-0.143333333333333	-0.352
MAN2B2	-0.167	-0.705	-0.206	-1.372	-0.99	5.097	-0.202	-1.572	-2.861	-0.891	-0.359	-0.089	0.246	1.144	-0.421	-0.714	-0.004	-0.769	0.759	0.198	-0.305	0.58	0.165	0.086	0.237	-0.451	-1.362	0.023	-0.492	0.068	-0.314	-0.37	0.305
MAN2C1	1.339	1.5262	1.1156	1.0738	1.2566	1.3234	2.0192	0.804	1.9558	1.2626	1.712	1.2214	1.9864	1.5972	1.5498	0.7476	1.0252	1.0644	2.1744	0.916	1.303	1.6486	2.2656	1.3288	0.6838	0.5596	1.1776	1.9084	1.4808	1.849	1.515	1.6512	1.633
MANBA	-1.893	-0.139	-1.284	-1.343	-1.581	-0.627	-0.003	-0.903	-0.716	-0.97	-0.766	-0.007	0.192	-0.202	-1.124	-0.128	-1.144	-0.559	-0.103	-1.403	-1.484	-1.004	-0.201	-1.801	-0.945	-0.987	-0.654	0.107	-0.309	-0.287	-0.864	-1.073	0.363
MANEA	0.179666666666667	-0.770666666666667	1.60266666666667	0.423333333333333	-1.199	2.093	-0.349	0.078	0.772666666666667	0.757333333333333	-0.804	0.499333333333333	0.759	0.049	-0.995333333333333	1.35933333333333	0.563	-0.229666666666667	0.5555	1.05233333333333	1.91633333333333	-0.477	0.414333333333333	1.238	0.238333333333333	0.391333333333333	-0.140666666666667	-0.284	1.11366666666667	0.915333333333333	-0.173	-0.373	-0.7455
MANEAL	-1.478	-1.061	0.057	0.31	0.554	0.209	-0.802	1.547	-0.962	-0.363	-1.593	-0.182	-1.346	-0.289	-0.248	0.214	0.245	0.514	-5.142	-0.122	-0.599	-0.728	-1.123	0.29	-0.131	0.738	-0.778	-0.148	-0.474	-0.887	-1.737	-0.486	-0.31
MANF	-0.301	-0.703	1.81166666666667	2.649	-1.1235	0.976	-1.1935	3.52666666666667	1.152	2.794	-0.091	2.22833333333333	-0.909333333333333	1.55066666666667	1.43733333333333	3.94133333333333	4.05433333333333	-0.316	-0.145666666666667	3.30966666666667	2.72833333333333	0.869	-0.145	3.32466666666667	1.402	2.86433333333333	-0.4175	-0.669666666666667	2.36933333333333	1.12233333333333	2.09	-0.0555	0.312333333333333
MAOA	-1.963	-4.502	-0.264	-2.378	-0.7055	-0.39	-2.476	-1.5945	-0.4405	-1.3145	0.9765	-1.281	-0.6065	0.054	-1.016	-0.823	-0.6765	-0.388	-2.305	-1.1945	-2.361	0.971	-1.795	-1.7275	-2.571	-0.7255	-0.139	-0.6395	-2.8265	1.041	-1.8015	-0.228	-0.475
MAOB	-5.416	-7.902	-1.541	NA	-2.669	NA	-0.408	-2.281	-3.348	-2.983	-2.135	NA	-3.172	-4.235	-2.031	-3.565	-2.025	-2.724	NA	-2.336	-0.331	-0.44	-2.027	-5.62	NA	-3.206	-2.611	-1.642	-5.126	-1.873	-1.416	-2.333	-2.118
MAP1A	1.45	3.19566666666667	1.83	0.761	2.00066666666667	-2.177	1.98733333333333	0.878333333333333	0.266666666666667	0.403333333333333	1.98766666666667	-0.150666666666667	1.841	0.990333333333333	1.334	-0.973666666666667	-0.753333333333333	2.077	1.844	-0.911666666666667	0.592333333333333	2.102	0.979333333333333	-0.14	2.14466666666667	-0.26	1.474	1.617	0.465666666666667	1.98666666666667	0.0616666666666667	1.29666666666667	1.04233333333333
MAP1B	-2.54971428571429	-1.224375	-1.997	-1.604875	-1.00314285714286	-0.875	-1.32966666666667	-1.72557142857143	-2.19642857142857	-1.838	-1.53475	-2.86457142857143	-2.551	-2.79357142857143	-0.628875	-2.022	-2.403125	-1.443625	-1.99257142857143	-2.01375	-1.7115	-2.31185714285714	-1.33075	-2.758	-2.13828571428571	-1.907875	-2.63414285714286	-1.577625	-2.192375	-1.63575	-1.9905	-2.794	-1.721125
MAP1LC3A	-0.155	-0.555	-1.788	-0.56	-0.014	-3.169	-0.572	-0.312	-1.195	-0.587	-0.748	0.459	1.687	-0.162	-0.54	-0.095	-0.012	2.136	-0.599	-0.444	-0.871	-0.009	-0.427	0.179	1.071	0.066	0.574	0.939	0.584	-0.059	0.245	-0.228	0.368
MAP1LC3B	-0.4235	-0.6365	0.3975	-0.295	0.627	-3.695	-1.106	-0.042	-0.1925	-0.216	0.3555	0.0145	0.3185	-0.1015	-0.2205	-0.505	-0.2415	0.2995	0.1535	-0.335	0.156	-0.3015	0.7055	-0.675	-0.1635	-0.2105	-0.4515	0.5665	0.1585	0.3665	0.6635	-0.715	0.099
MAP1S	-0.7095	-2.518	-0.6495	-0.826	-1.6235	-0.323	-0.2725	-1.0835	-1.8345	-1.484	-1.868	-1.4655	-0.784	-1.9555	-1.371	-1.046	-1.897	-0.285	-0.7405	-1.9435	-1.3095	-1.7995	-0.702	-2.6975	-1.661	-1.5575	-0.22	-0.837	-1.7735	-0.8455	-1.4445	-1.316	-1.5675
MAP2	0.848	1.66	-3.873	-2.733	NA	0.536	0.135	-1.001	-0.194	-0.197	0.104	NA	-0.745	1.297	0.683	0.436	-0.661	-1.092	-0.948	-3.019	0.304	2.465	0.412	0.425	0.776	-0.411	-2.115	0.181	-0.673	0.434	0.009	-1.056	-2.388
MAP2K1	-0.845	-1.4405	-1.32425	-1.02075	-1.03325	-1.6715	-1.665	-1.18375	-0.83	-1.27725	-0.98075	-0.74575	-0.9265	-0.371	-0.8915	-0.90375	-0.7785	-1.9685	-0.67925	-0.7655	-1.10425	-0.23625	-0.6105	-1.1275	-0.30525	-1.28275	-0.982	-1.39825	-0.3325	-1.31125	-0.42125	-0.704	-0.77075
MAP2K2	-0.856333333333333	-1.71666666666667	0.571333333333333	0.102333333333333	-1.056	-0.713	-0.207	-1.195	-1.349	-0.601333333333333	1.30433333333333	-0.848333333333333	-0.233	0.346	-0.927666666666667	-1.10433333333333	-0.921333333333333	-0.2375	-0.444	-0.556333333333333	-1.00866666666667	0.622666666666667	-0.094	0.213	-0.925	-0.822333333333333	-0.961333333333333	-0.277333333333333	-0.161333333333333	0.252666666666667	-0.224	-1.43933333333333	0.333333333333333
MAP2K3	2.1398	2.6394	1.8334	0.1518	2.352	0.00540000000000003	3.1048	0.6492	3.344	0.7788	0.4716	1.1806	3.0988	2.566	1.72425	-0.3916	0.3482	2.765	2.9464	0.6206	0.6424	1.5576	2.2788	-0.723	0.692	-0.5796	3.1726	2.5132	0.5808	2.679	0.7824	1.6664	2.3274
MAP2K4	1.10875	0.90875	0.36525	0.0685	0.39475	0.81775	0.351	0.7205	0.5435	0.17625	1.59875	0.179	0.6715	0.61475	0.72325	0.28675	0.03025	1.29825	1.38125	0.2415	0.335	1.08275	1.24375	0.607	0.387	0.256	0.48575	1.382	0.6995	1.44075	0.6355	0.7215	0.88375
MAP2K5	-0.00700000000000004	-0.401666666666667	0.129	1.715	-2.38033333333333	0.155666666666667	-0.816666666666667	1.79333333333333	1.29766666666667	0.646	1.50433333333333	1.48566666666667	-0.709	0.463333333333333	-1.007	0.506333333333333	1.00933333333333	0.142	0.727666666666667	0.0886666666666666	1.06366666666667	0.616666666666667	1.656	-1.15666666666667	0.150333333333333	0.427333333333333	1.12866666666667	0.817666666666667	0.7065	0.00966666666666671	0.222666666666667	-0.0643333333333332	0.281333333333333
MAP2K6	0.4545	-0.6915	1.4835	2.14	0.8725	0.939	-1.312	1.197	-0.285	2.1055	2.156	3.4425	1.7215	1.298	2.0145	1.95	1.8485	0.372	0.8225	1.936	1.6645	1.1655	2.038	1.6185	1.8875	2.916	1.452	1.17	2.5325	0.1015	1.961	1.826	1.696
MAP2K7	-0.194	-0.19725	-0.52075	-0.098	-0.6665	-0.19125	-0.172	-0.69275	-0.11375	-0.093	0.21	-0.30425	-0.69575	-0.12975	0.312	-0.2115	-0.462	-0.14125	-0.093	-0.17725	-0.46425	0.266	-0.246	0.2935	0.37575	0.16375	-0.01325	-0.0552499999999999	-0.26825	-0.25525	-0.2995	0.38275	0.48925
MAP3K1	0.1945	-0.810625	-0.3315	-0.1345	0.602	0.1035	-0.64725	0.1735	-0.609	-0.5	0.501	-0.0401428571428572	0.04575	-0.342285714285714	-0.22325	-0.141625	-0.953	-0.339125	-0.00474999999999998	-0.645	0.151625	-0.549285714285714	-0.750375	-0.370125	0.142625	0.203125	-0.165875	-0.01375	-0.302125	0.620375	-0.062625	-0.0311428571428572	-0.08125
MAP3K10	-0.81	-3.669	-2.0225	-0.326	-1.324	-1.397	-0.599	-1.2455	-4.618	1.119	-1.6105	-0.7525	-1.00333333333333	-0.318666666666667	-1.572	-1.36533333333333	-2.3705	-1.4135	-0.8865	0.229333333333333	0.971666666666667	1.23333333333333	0.0130000000000001	-2.5445	-0.547	-0.735	-2.052	-0.266	-1.9785	-0.4825	-0.690333333333333	-2.3825	-0.151666666666667
MAP3K11	0.0285	-0.143	-0.379	-1.337	-1.121	-1.6875	0.93	-1.234	-0.165	-0.636	-0.139	-0.7205	-0.4165	-1.335	-0.605	-2.5565	-1.5685	-0.087	-0.6105	-1.126	-1.1715	-0.5055	0.508	-2.421	-1.263	-1.666	-1.0615	0.421	-0.878	-0.522	-0.683	-1.355	-0.657
MAP3K13	-1.415	-0.788	0.55	-1.989	-0.302	2.697	-3.206	3.124	-0.381	-0.966	-1.065	0.572	-0.061	-0.778	1.027	-0.84	-0.321	0.277	-1.317	-0.699	0.559	-0.17	-0.27	-0.068	-0.224	-0.674	0.26	-1.1	0.262	-0.81	0.193	-0.863	-0.965
MAP3K14	0.685333333333333	-0.658333333333333	0.465666666666667	0.0669999999999999	0.579	0.939333333333333	0.485333333333333	0.188333333333333	0.193333333333333	0.646333333333333	0.173666666666667	0.160333333333333	1.446	-0.189	0.382666666666667	0.216333333333333	0.335666666666667	0.960333333333333	0.212666666666667	0.614666666666667	0.043	0.680666666666667	1.389	0.589	0.581	0.417666666666667	0.459	1.00066666666667	0.331	0.435666666666667	0.637333333333333	0.383333333333333	0.803333333333333
MAP3K2	2.195	2.138	1.9945	1.858	2.1325	4.455	1.654	1.8	2.3475	1.9845	2.5005	2.026	2.271	1.8225	2.0485	1.343	1.152	1.672	2.755	1.8595	2.29	2.2585	2.859	1.9765	1.2405	1.7625	2.2735	2.357	1.725	3.509	1.949	2.2395	2.025
MAP3K3	0.597	0.284	1.805	0.331	0.857	NA	0.583	0.701	1.382	1.739	1.704	1.766	1.272	0.858	2.108	0.335	1.272	1.266	1.97	1.354	0.546	2.279	3.068	-1.324	0.815	0.687	1.504	2.156	1.023	2.324	2.04	0.963	1.725
MAP3K4	-0.4365	-0.883	-1.195	-0.197	-0.24925	-2.472	-1.37275	-0.49325	-0.5325	-0.32825	-0.943	-0.399	-0.46725	-0.2605	0.856	-0.5325	-0.40325	-0.36775	-1.1065	-0.30175	-0.539	-0.575	-0.95275	-0.5395	0.519	-0.61675	0.05125	-0.606	-0.4985	-0.77325	-0.409	0.08575	0.059
MAP3K5	1.50985714285714	0.976428571428571	1.66857142857143	0.991142857142857	1.33785714285714	-0.0405714285714286	0.226428571428571	0.961428571428571	2.00342857142857	0.987142857142857	1.46457142857143	1.52814285714286	1.73114285714286	1.74128571428571	1.57757142857143	0.771	0.971428571428571	1.75442857142857	1.42814285714286	0.885428571428571	1.143	1.89071428571429	1.80371428571429	1.69257142857143	1.35442857142857	1.42414285714286	1.48028571428571	2.23428571428571	1.407	1.553	1.917	1.63085714285714	2.13883333333333
MAP3K6	-2.1115	-2.386	-1.7755	-3.7145	-2.084	-1.5925	-0.686	-0.7435	-2.129	-2.808	-1.791	-1.454	-2.2565	-2.3625	-2.48	-3.2055	-2.9355	-1.91	-2.233	-1.899	-3.181	-2.5895	-2.4	-3.345	-1.19	-2.523	-3.0665	-1.7285	-2.629	-2.376	-2.1545	-2.9185	-2.0535
